Price,Close
Ticker,AAPL
Date,
2018-01-02,40.34188461303711
2018-01-03,40.334869384765625
2018-01-04,40.522216796875
2018-01-05,40.98357009887695
2018-01-08,40.83135223388672
2018-01-09,40.82667541503906
2018-01-10,40.81730270385742
2018-01-11,41.049156188964844
2018-01-12,41.473026275634766
2018-01-16,41.26226043701172
2018-01-17,41.94375991821289
2018-01-18,41.98122787475586
2018-01-19,41.793880462646484
2018-01-22,41.45195770263672
2018-01-23,41.461326599121094
2018-01-24,40.8009033203125
2018-01-25,40.072566986083984
2018-01-26,40.16624450683594
2018-01-29,39.334869384765625
2018-01-30,39.1030158996582
2018-01-31,39.21074295043945
2018-02-01,39.29270935058594
2018-02-02,37.587806701660156
2018-02-05,36.64868927001953
2018-02-06,38.1802864074707
2018-02-07,37.36296844482422
2018-02-08,36.33486557006836
2018-02-09,36.779296875
2018-02-12,38.26071548461914
2018-02-13,38.64400100708008
2018-02-14,39.356502532958984
2018-02-15,40.67802429199219
2018-02-16,40.546348571777344
2018-02-20,40.40996551513672
2018-02-21,40.22654724121094
2018-02-22,40.56279373168945
2018-02-23,41.26824188232422
2018-02-26,42.084205627441406
2018-02-27,41.947811126708984
2018-02-28,41.88433074951172
2018-03-01,41.150672912597656
2018-03-02,41.43519973754883
2018-03-05,41.57865524291992
2018-03-06,41.54336166381836
2018-03-07,41.15773010253906
2018-03-08,41.606849670410156
2018-03-09,42.321693420410156
2018-03-12,42.7308464050293
2018-03-13,42.319339752197266
2018-03-14,41.95957946777344
2018-03-15,42.00896453857422
2018-03-16,41.860816955566406
2018-03-19,41.221214294433594
2018-03-20,41.20709991455078
2018-03-21,40.273563385009766
2018-03-22,39.70452117919922
2018-03-23,38.78510284423828
2018-03-26,40.62628936767578
2018-03-27,39.58458709716797
2018-03-28,39.147216796875
2018-03-29,39.45290756225586
2018-04-02,39.19424819946289
2018-04-03,39.59634780883789
2018-04-04,40.353511810302734
2018-04-05,40.633365631103516
2018-04-06,39.59400177001953
2018-04-09,39.986690521240234
2018-04-10,40.73915481567383
2018-04-11,40.5486946105957
2018-04-12,40.948455810546875
2018-04-13,41.087181091308594
2018-04-16,41.34349060058594
2018-04-17,41.91254425048828
2018-04-18,41.81848907470703
2018-04-19,40.633365631103516
2018-04-20,38.968505859375
2018-04-23,38.85565185546875
2018-04-24,38.31480026245117
2018-04-25,38.48175048828125
2018-04-26,38.61579132080078
2018-04-27,38.169010162353516
2018-04-30,38.8603401184082
2018-05-01,39.763309478759766
2018-05-02,41.51985549926758
2018-05-03,41.5950927734375
2018-05-04,43.22700881958008
2018-05-07,43.539764404296875
2018-05-08,43.74904251098633
2018-05-09,44.05708694458008
2018-05-10,44.68727493286133
2018-05-11,44.517311096191406
2018-05-14,44.41345977783203
2018-05-15,44.00979995727539
2018-05-16,44.420536041259766
2018-05-17,44.13963317871094
2018-05-18,43.979122161865234
2018-05-21,44.29070281982422
2018-05-22,44.17976379394531
2018-05-23,44.46302795410156
2018-05-24,44.41345977783203
2018-05-25,44.51496124267578
2018-05-29,44.35443115234375
2018-05-30,44.2600212097168
2018-05-31,44.11131286621094
2018-06-01,44.90679168701172
2018-06-04,45.282142639160156
2018-06-05,45.631492614746094
2018-06-06,45.7896614074707
2018-06-07,45.666893005371094
2018-06-08,45.25144577026367
2018-06-11,45.1405029296875
2018-06-12,45.38835906982422
2018-06-13,45.01539611816406
2018-06-14,45.03900146484375
2018-06-15,44.57632827758789
2018-06-18,44.552734375
2018-06-19,43.832767486572266
2018-06-20,44.023963928222656
2018-06-21,43.77846908569336
2018-06-22,43.6510009765625
2018-06-25,43.00185775756836
2018-06-26,43.53532791137695
2018-06-27,43.47159957885742
2018-06-28,43.787906646728516
2018-06-29,43.69585418701172
2018-07-02,44.18448257446289
2018-07-03,43.414947509765625
2018-07-05,43.764312744140625
2018-07-06,44.3709602355957
2018-07-09,44.9870719909668
2018-07-10,44.932769775390625
2018-07-11,44.34972381591797
2018-07-12,45.09328842163086
2018-07-13,45.16410446166992
2018-07-16,45.06496047973633
2018-07-17,45.19242858886719
2018-07-18,44.94457244873047
2018-07-19,45.29391860961914
2018-07-20,45.190067291259766
2018-07-23,45.23019790649414
2018-07-24,45.55832290649414
2018-07-25,45.98793029785156
2018-07-26,45.84393310546875
2018-07-27,45.08148193359375
2018-07-30,44.82890701293945
2018-07-31,44.918609619140625
2018-08-01,47.564762115478516
2018-08-02,48.95511245727539
2018-08-03,49.09675598144531
2018-08-06,49.35169982910156
2018-08-07,48.8890266418457
2018-08-08,48.92207717895508
2018-08-09,49.30683898925781
2018-08-10,49.159976959228516
2018-08-13,49.47740173339844
2018-08-14,49.68585205078125
2018-08-15,49.80192565917969
2018-08-16,50.53152084350586
2018-08-17,51.54063415527344
2018-08-20,51.038448333740234
2018-08-21,50.93894577026367
2018-08-22,50.94132995605469
2018-08-23,51.045562744140625
2018-08-24,51.20426559448242
2018-08-27,51.62591552734375
2018-08-28,52.042823791503906
2018-08-29,52.819793701171875
2018-08-30,53.305397033691406
2018-08-31,53.92129135131836
2018-09-04,54.094215393066406
2018-09-05,53.74125671386719
2018-09-06,52.84822082519531
2018-09-07,52.42182540893555
2018-09-10,51.71829605102539
2018-09-11,53.02587890625
